Symbol,Name,Sector,Industry,,,,,,,$
BUR,Burford Capital Limited Ordinary Shares,Consumer Non-Durables,Farming/Seeds/Milling,,,,,,,
BURL,Burlington Stores,Consumer Non-Durables,Apparel,,,,,,,
BUSE,First Busey Corporation Class A,Finance,Major Banks,,,,,,,
BV,BrightView Holdings,Miscellaneous,Business Services,,,,,,,
BVH,Bluegreen Vacations Holding Corporation Class A,Consumer Services,Hotels/Resorts,,,,,,,
BVN,Buenaventura Mining Company,Basic Industries,Precious Metals,,,,,,,
BVS,Bioventus Class A,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,,,,,,
BVXV,BiondVax Pharmaceuticals Ltd American Depositary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,
BW,Babcock & Wilcox Enterprises,Technology,Industrial Machinery/Components,,,,,,,
BWA,BorgWarner,Capital Goods,Auto Parts:OEM,,,,,,,
BWAC,Better World Acquisition Corp, Acquisition, Acquisition,,,,,,,
BWACU,Better World Acquisition Corp Unit, Acquisition, Acquisition,,,,,,,
BWAY,BrainsWay Ltd American Depositary Shares,Health Care,Medical/Dental Instruments,,,,,,,
BWB,Bridgewater Bancshares,Finance,Major Banks,,,,,,,
BWBBP,Bridgewater Bancshares Depositary Shares Each Representing a 1/100th Interest in a Share of 5875% Non-Cumulative Perpetual Preferred Stock Series A,Finance,Major Banks,,,,,,,
BWC,Blue Whale Acquisition Corp I Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
BWCAU,Blue Whale Acquisition Corp I Unit, Acquisition, Acquisition,,,,,,,
BWEN,Broadwind,Capital Goods,Industrial Machinery/Components,,,,,,,
BWFG,Bankwell Financial Group,Finance,Major Banks,,,,,,,
BWG,BrandywineGLOBAL Globalome Opportunities Fund,Finance,Finance/Investors Services,,,,,,,
BWMN,Bowman Consulting Group Ltd,Consumer Services,Professional Services,,,,,,,
BWMX,Betterware de Mexico SAB de CV Ordinary Shares,Consumer Services,Catalog/Specialty Distribution,,,,,,,
BWNB,Babcock & Wilcox Enterprises 650% Senior Notes due 2026,Capital Goods,Building Products,,,,,,,
BWSN,Babcock & Wilcox Enterprises 8125% Senior Notes due 2026,Capital Goods,Building Products,,,,,,,
BWXT,BWX Technologies, Acquisition, Acquisition,,,,,,,
BX,Blackstone,Finance,Investment Managers,,,,,,,
BXC,Bluelinx Holdings,Capital Goods,Wholesale Distributors,,,,,,,
BXMT,Blackstone Mortgage Trust,Consumer Services,Real Estate Investment Trusts,,,,,,,
BXMX,Nuveen S&P 500 Buy-Writeome Fund Common Shares of Beneficial Interest,Finance,Investment Managers,,,,,,,
BXP,Boston Properties,Consumer Services,Real Estate Investment Trusts,,,,,,,
BXRX,Baudax Bio,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
BXSL,Blackstone Secured Lending Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable,,,,,,,
BY,Byline Bancorp,Finance,Major Banks,,,,,,,
BYD,Boyd Gaming Corporation,Consumer Services,Movies/Entertainment,,,,,,,
BYFC,Broadway Financial Corporation,Finance,Savings Institutions,,,,,,,
BYM,Blackrock Municipalome Quality Trust Common Shares of Beneficial Interest,Finance,Investment Managers,,,,,,,
BYND,Beyond Meat,Consumer Non-Durables,Specialty Foods,,,,,,,
BYRN,Byrna Technologies,Consumer Non-Durables,Military/Government/Technical,,,,,,,
BYSI,BeyondSpring,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
BYTS,BYTE Acquisition Corp Class A Ordinary Shares,Finance,Business Services,,,,,,,
BYTSU,BYTE Acquisition Corp Units,Finance,Business Services,,,,,,,
BZ,KANZHUN LIMITED American Depository Shares, Acquisition, Acquisition,,,,,,,
BZFD,BuzzFeed Class A,Consumer Services,Movies/Entertainment,,,,,,,
BZH,Beazer Homes USA,Capital Goods,Homebuilding,,,,,,,
BZUN,Baozun American Depositary Shares,Consumer Services,Catalog/Specialty Distribution,,,,,,,
C,Citigroup,Finance,Major Banks,,,,,,,
CAAP,Corporacion America Airports SA Common Shares,Transportation,Aerospace,,,,,,,
CAAS,China Automotive Systems,Capital Goods,Auto Parts:OEM,,,,,,,
CABA,Cabaletta Bio,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
CABO,Cable One,Consumer Services,Telecommunications Equipment,,,,,,,
CAC,Camden National Corporation,Finance,Major Banks,,,,,,,
CACC,Credit Acceptance Corporation,Finance,Finance: Consumer Services,,,,,,,
CACI,CACI International Class A,Technology,EDP Services,,,,,,,
CADE,Cadence Bank,Finance,Major Banks,,,,,,,
CADL,Candel Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
CAE,CAE, Acquisition, Acquisition,,,,,,,
CAF,Morgan Stanley China A Share Fund,Finance,Investment Managers,,,,,,,
CAG,ConAgra Brands,Consumer Non-Durables,Packaged Foods,,,,,,,
CAH,Cardinal Health,Health Care,Other Pharmaceuticals,,,,,,,
CAJ,Canon American Depositary Shares,Miscellaneous,Industrial Machinery/Components,,,,,,,
CAKE,Cheesecake Factoryorporated (The),Consumer Services,Restaurants,,,,,,,
CAL,Caleres,Consumer Non-Durables,Shoe Manufacturing,,,,,,,
CALA,Calithera Biosciences,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
CALB,California BanCorp,Finance,Major Banks,,,,,,,
CALM,Cal-Maine Foods,Farming/Seeds/Milling,Farming/Seeds/Milling,,,,,,,
CALT,Calliditas Therapeutics AB American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
CALX,Calix,Technology,Computer Software: Prepackaged Software,,,,,,,
CAMP,CalAmp Corp,Consumer Services,Telecommunications Equipment,,,,,,,
CAMT,Camtek Ltd Ordinary Shares,Capital Goods,Electronic Components,,,,,,,
CAN,Canaan American Depositary Shares,Technology,Semiconductors,,,,,,,
CANF,Can-Fite Biopharma Ltd Sponsored ADR (Israel),Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
CANG,Cango American Depositary Shares  each representing two (2) Class A Ordinary Shares,Technology,Computer Software: Prepackaged Software,,,,,,,
CANO,Cano Health Class A,Health Care,Hospital/Nursing Management,,,,,,,
CAPL,CrossAmerica Partners LP Common Units representing limited partner interests, Acquisition, Acquisition,,,,,,,
CAPR,Capricor Therapeutics,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,
CAR,Avis Budget Group,Miscellaneous,Rental/Leasing Companies,,,,,,,
CARA,Cara Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
CARE,Carter Bankshares,Finance,Major Banks,,,,,,,
CARG,CarGurus Class A , Acquisition, Acquisition,,,,,,,
CARR,Carrier Global Corporation ,Capital Goods,Wholesale Distributors,,,,,,,
CARS,Carscom , Acquisition, Acquisition,,,,,,,
CARV,Carver Bancorp,Finance,Savings Institutions,,,,,,,
CAS,Cascade Acquisition Corp Class A, Acquisition, Acquisition,,,,,,,
CASA,Casa Systems,Technology,Radio And Television Broadcasting And Communications Equipment,,,,,,,
CASH,Meta Financial Group,Finance,Banks,,,,,,,
CASI,CASI Pharmaceuticals,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,
CASS,Cass Information Systems,Miscellaneous,Business Services,,,,,,,
CASY,Casey's General Stores,Consumer Services,Food Chains,,,,,,,
CAT,Caterpillar,Capital Goods,Construction/Ag Equipment/Trucks,,,,,,,
CATC,Cambridge Bancorp,Finance,Major Banks,,,,,,,
CATO,Cato Corporation (The) Class A, Acquisition, Acquisition,,,,,,,
CATY,Cathay General Bancorp,Finance,Major Banks,,,,,,,
CAVA,Cava Group Inc.,Consumer Services,Restaurants,,,,,,,
CB,Chubb Limited ,Finance,Property-Casualty Insurers,,,,,,,
CBAN,Colony Bankcorp,Finance,Major Banks,,,,,,,
CBAT,CBAK Energy Technology,Capital Goods,Electrical Products,,,,,,,
CBAY,CymaBay Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
CBD,Companhia Brasileira de Distribuicao American Depsitary Shares; each representing one Common Share,Consumer Services,Food Chains,,,,,,,
CBFV,CB Financial Services,Finance,Major Banks,,,,,,,
CBH,Virtus AllianzGI Convertible &ome 2024 Target Term Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable,,,,,,,
CBIO,Catalyst Biosciences,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
CBL,CBL & Associates Properties,Consumer Services,Real Estate Investment Trusts,,,,,,,
CBNK,Capital Bancorp,Finance,Major Banks,,,,,,,
CBOE,Cboe Global Markets,Finance,Investment Bankers/Brokers/Service,,,,,,,
CBRE,CBRE Group Class A,Finance,Real Estate,,,,,,,
CBRG,Chain Bridge I Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
CBRGU,Chain Bridge I Units, Acquisition, Acquisition,,,,,,,
CBRL,Cracker Barrel Old Country Store,Consumer Services,Restaurants,,,,,,,
CBSH,Commerce Bancshares,Finance,Major Banks,,,,,,,
CBT,Cabot Corporation,Basic Industries,Specialty Chemicals,,,,,,,
CBTX,CBTX,Finance,Major Banks,,,,,,,
CBU,Community Bank System,Finance,Major Banks,,,,,,,
CBZ,CBIZ,Miscellaneous,Business Services,,,,,,,
CC,Chemours Company (The),Basic Industries,Industrial Specialties,,,,,,,
CCAI,Cascadia Acquisition Corp Class A, Acquisition, Acquisition,,,,,,,
CCAIU,Cascadia Acquisition Corp Unit, Acquisition, Acquisition,,,,,,,
CCAP,Crescent Capital BDC, Acquisition, Acquisition,,,,,,,
CCB,Coastal Financial Corporation,Finance,Commercial Banks,,,,,,,
CCBG,Capital City Bank Group,Finance,Major Banks,,,,,,,
CCCC,C4 Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
CCCS,CCC Intelligent Solutions Holdings,Technology,Computer Software: Prepackaged Software,,,,,,,
CCD,Calamos Dynamic Convertible &ome Fund,Finance,Trusts Except Educational Religious and Charitable,,,,,,,
CCEL,Cryo-Cell International,Health Care,Managed Health Care,,,,,,,
CCEP,Coca-Cola Europacific Partners plc Ordinary Shares,Consumer Non-Durables,Beverages (Production/Distribution),,,,,,,
CCF,Chase Corporation,Basic Industries,Paints/Coatings,,,,,,,
CCI,Crown Castle International Corp (REIT),Consumer Services,Real Estate Investment Trusts,,,,,,,
CCJ,Cameco Corporation, Acquisition, Acquisition,,,,,,,
CCK,Crown Holdings,Consumer Durables,Containers/Packaging,,,,,,,
CCL,Carnival Corporation,Consumer Services,Marine Transportation,,,,,,,
CCLP,CSI Compressco LP Common Units,Energy,Oilfield Services/Equipment,,,,,,,
CCM,Concord Medical Services Holdings Limited ADS (Each represents three ordinary shares),Health Care,Medical/Nursing Services,,,,,,,
CCMP,CMC Materials,Technology,Semiconductors,,,,,,,
CCNC,Code Chain New Continent Limited, Acquisition, Acquisition,,,,,,,
CCNE,CNB Financial Corporation,Finance,Major Banks,,,,,,,
CCNEP,CNB Financial Corporation Depositary Shares each representing a 1/40th ownership interest in a share of 7125% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock,Finance,Major Banks,,,,,,,
CCO,Clear Channel Outdoor Holdings,Technology,Advertising,,,,,,,
CCOI,Cogent Communications Holdings,Consumer Services,Telecommunications Equipment,,,,,,,
CCRD,CoreCard Corporation,Technology,Retail: Computer Software & Peripheral Equipment,,,,,,,
CCRN,Cross Country Healthcare $00001 Par Value,Technology,Diversified Commercial Services,,,,,,,
CCS,Century Communities,Capital Goods,Homebuilding,,,,,,,
CCSI,Consensus Cloud Solutions,Technology,Retail: Computer Software & Peripheral Equipment,,,,,,,
CCTS,Cactus Acquisition Corp 1 Limited Class A Ordinary Share, Acquisition, Acquisition,,,,,,,
CCU,Compania Cervecerias Unidas SA,Consumer Non-Durables,Beverages (Production/Distribution),,,,,,,
CCV,Churchill Capital Corp V Class A, Acquisition, Acquisition,,,,,,,
CCVI,Churchill Capital Corp VI Class A, Acquisition, Acquisition,,,,,,,
CCXI,ChemoCentryx,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
CCZ,Comcast Holdings ZONES,Consumer Services,Television Services,,,,,,,
CD,Chindata Group Holdings Limited American Depositary Shares,Finance,Investment Bankers/Brokers/Service,,,,,,,
CDAK,Codiak BioSciences,Consumer Durables,Specialty Chemicals,,,,,,,
CDAQ,Compass Digital Acquisition Corp Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
CDAQU,Compass Digital Acquisition Corp Unit, Acquisition, Acquisition,,,,,,,
CDAY,Ceridian HCM Holding,Technology,EDP Services,,,,,,,
CDE,Coeur Mining,Basic Industries,Precious Metals,,,,,,,
CDEV,Centennial Resource Development Class A,Energy,Oil & Gas Production,,,,,,,
CDK,CDK Global,Technology,Retail: Computer Software & Peripheral Equipment,,,,,,,
CDLX,Cardlytics,Technology,EDP Services,,,,,,,
CDMO,Avid Bioservices,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
CDNA,CareDx,Health Care,Medical Specialities,,,,,,,
CDNS,Cadence Design Systems,Technology,Computer Software: Prepackaged Software,,,,,,,
CDR,Cedar Realty Trust,Consumer Services,Real Estate Investment Trusts,,,,,,,
CDRE,Cadre Holdings, Acquisition, Acquisition,,,,,,,
CDRO,Codere Online Luxembourg SA Ordinary Shares,Finance,Business Services,,,,,,,
CDTX,Cidara Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
CDW,CDW Corporation,Technology,EDP Services,,,,,,,
CDXC,ChromaDex Corporation,Consumer Durables,Specialty Chemicals,,,,,,,
CDXS,Codexis,Health Care,Biotechnology: Commercial Physical & Biological Resarch,,,,,,,
CDZI,CADIZ,Public Utilities,Water Supply,,,,,,,
CDZIP,Cadiz Depositary Shares,Public Utilities,Water Supply,,,,,,,
CE,Celanese Corporation Celanese Corporation,Basic Industries,Major Chemicals,,,,,,,
CEA,China Eastern Airlines Corporation Ltd,Transportation,Air Freight/Delivery Services,,,,,,,
CECE,CECO Environmental Corp,Capital Goods,Pollution Control Equipment,,,,,,,
CEE,The Central and Eastern Europe Fund (The),Finance,Finance Companies,,,,,,,
CEI,Camber Energy,Energy,Oil & Gas Production,,,,,,,
CEIX,CONSOL Energy , Acquisition, Acquisition,,,,,,,
CELC,Celcuity,Health Care,Medical Specialities,,,,,,,
CELH,Celsius Holdings,Consumer Non-Durables,Beverages (Production/Distribution),,,,,,,
CELP,Cypress Environmental Partners LP Common Units representing limited partner interests,Energy,Oilfield Services/Equipment,,,,,,,
CELU,Celularity Class A,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
CELZ,Creative Medical Technology Holdings,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
CEM,ClearBridge MLP and Midstream Fund,Finance,Investment Managers,,,,,,,
CEMI,Chembio Diagnostics,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,,,,,,,
CEN,Center Coast Brookfield MLP & Energy Infrastructure Fund,Finance,Finance Companies,,,,,,,
CENN,Cenntro Electric Group Limited Ordinary Shares, Acquisition, Acquisition,,,,,,,
CENQ,CENAQ Energy Corp Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
CENQU,CENAQ Energy Corp Unit, Acquisition, Acquisition,,,,,,,
CENT,Central Garden & Pet Company, Acquisition, Acquisition,,,,,,,
CENTA,Central Garden & Pet Company Class A Nonvoting, Acquisition, Acquisition,,,,,,,
CENX,Century Aluminum Company,Basic Industries,Aluminum,,,,,,,
CEPU,Central Puerto SA American Depositary Shares (each represents ten Common Shares),Public Utilities,Electric Utilities: Central,,,,,,,
CEQP,Crestwood Equity Partners LP,Energy,Oilfield Services/Equipment,,,,,,,
CERE,Cerevel Therapeutics Holdings,Consumer Durables,Specialty Chemicals,,,,,,,
CERN,Cerner Corporation,Health Care,Managed Health Care,,,,,,,
CERS,Cerus Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,,,,,,
CERT,Certara,Consumer Durables,Specialty Chemicals,,,,,,,
CET,Central Securities Corporation,Finance,Finance/Investors Services,,,,,,,
CETX,Cemtrex,Technology,EDP Services,,,,,,,
CETXP,Cemtrex Series 1 Preferred Stock,Technology,EDP Services,,,,,,,
CEV,Eaton Vance California Municipalome Trust Shares of Beneficial Interest,Finance,Finance/Investors Services,,,,,,,
CEVA,CEVA,Technology,Semiconductors,,,,,,,
CF,CF Industries Holdings,Basic Industries,Agricultural Chemicals,,,,,,,
CFB,CrossFirst Bankshares,Finance,Commercial Banks,,,,,,,
CFBK,CF Bankshares,Finance,Savings Institutions,,,,,,,
CFFE,CF Acquisition Corp VIII Class A, Acquisition, Acquisition,,,,,,,
CFFEU,CF Acquisition Corp VIII Unit, Acquisition, Acquisition,,,,,,,
CFFI,C&F Financial Corporation,Finance,Major Banks,,,,,,,
CFFN,Capitol Federal Financial,Finance,Savings Institutions,,,,,,,
CFFSU,CF Acquisition Corp VII Unit, Acquisition, Acquisition,,,,,,,
CFG,Citizens Financial Group,Finance,Major Banks,,,,,,,
CFIV,CF Acquisition Corp IV Class A, Acquisition, Acquisition,,,,,,,
CFIVU,CF Acquisition Corp IV Unit, Acquisition, Acquisition,,,,,,,
CFIVW,CF Acquisition Corp IV Warrant, Acquisition, Acquisition,,,,,,,
CFLT,Confluent Class A,Technology,EDP Services,,,,,,,
CFMS,Conformis,Health Care,Medical/Dental Instruments,,,,,,,
CFR,Cullen/Frost Bankers,Finance,Major Banks,,,,,,,
CFRX,ContraFect Corporation,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
CFSB,CFSB Bancorp, Acquisition, Acquisition,,,,,,,
CFVI,CF Acquisition Corp VI Class A, Acquisition, Acquisition,,,,,,,
CFVIU,CF Acquisition Corp VI Unit, Acquisition, Acquisition,,,,,,,
CFX,Colfax Corporation,Capital Goods,Fluid Controls,,,,,,,
CG,The Carlyle Group,Finance,Investment Managers,,,,,,,
CGA,China Green Agriculture,Basic Industries,Agricultural Chemicals,,,,,,,
CGABL,The Carlyle Group 4625% Subordinated Notes due 2061, Acquisition, Acquisition,,,,,,,
CGAU,Centerra Gold Common Shares, Acquisition, Acquisition,,,,,,,
CGBD,TCG BDC,Finance,Finance Companies,,,,,,,
CGC,Canopy Growth Corporation Common Shares, Acquisition, Acquisition,,,,,,,
CGEM,Cullinan Oncology,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
CGEN,Compugen Ltd Ordinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,
CGNT,Cognyte Software Ltd Ordinary Shares,Technology,Computer Software: Prepackaged Software,,,,,,,
CGNX,Cognex Corporation,Capital Goods,Industrial Machinery/Components,,,,,,,
CGO,Calamos Global Total Return Fund,Finance,Investment Managers,,,,,,,
CGRN,Capstone Green Energy Corporation, Acquisition, Acquisition,,,,,,,
CGTX,Cognition Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
CHAA,Catcha Investment Corp Class A Ordinary Shares,Finance,Business Services,,,,,,,
